id;nome;email;valor_compra;dominio_email
8195;Rebeca Gomes;bella01@example.net;2478,69;example.net
8196;Pedro Lucas Carvalho;marianacavalcanti@example.com;7038,64;example.com
8197;Sophie Macedo;vsales@example.com;6068,95;example.com
8198;Sra. Juliana Moura;viniciuscirino@example.com;5686,04;example.com
8199;Valentina Macedo;rochamiguel@example.com;3683,24;example.com
8200;Arthur Gabriel Montenegro;ribeironatalia@example.net;2516,18;example.net
8201;Alícia Cirino;cavalcantialexandre@example.com;8226,77;example.com
8202;Bento Sousa;rodriguesheloisa@example.com;9122,21;example.com
8203;João Vitor da Mota;jesusisabel@example.net;7105,01;example.net
8204;Sr. Rafael Costela;felipemoreira@example.net;1215,05;example.net
8205;Melina Machado;rodrigoalbuquerque@example.com;6482,82;example.com
8206;Eduarda da Rocha;emoura@example.net;8203,88;example.net
8207;Dr. Davi Lucas Souza;gustavobarros@example.org;4300,76;example.org
8208;Henrique Ferreira;frezende@example.net;4656,73;example.net
8209;Mariane Silva;mramos@example.org;5664,14;example.org
8210;Mirella Pastor;milenamoura@example.net;7849,52;example.net
8211;João Vargas;camargozoe@example.net;9223,06;example.net
8212;Yago Sousa;joao-gabriel09@example.org;7667,45;example.org
8213;Liz Casa Grande;da-rosapietro@example.com;8498,82;example.com
8214;Francisco Teixeira;eduarda86@example.com;8184,89;example.com
8215;Hellena Marques;martinsluiz-fernando@example.net;1790,75;example.net
8216;Arthur Miguel Barros;matteoaraujo@example.net;8847,81;example.net
8217;Thales Guerra;juan80@example.net;7342,13;example.net
8218;Bento Castro;da-matabenicio@example.net;3854,8;example.net
8219;Murilo Rodrigues;joao-guilherme57@example.com;3557,2;example.com
8220;Dra. Olivia Sousa;saana-luiza@example.com;2640,2;example.com
8221;Srta. Ana Rezende;kcamara@example.org;4937,08;example.org
8222;Sra. Gabrielly da Costa;gabrielly69@example.net;8690,53;example.net
8223;Amanda Barbosa;fdas-neves@example.com;6372,0;example.com
8224;Allana Ferreira;catarina26@example.com;1846,24;example.com
8225;Maria Alice Aparecida;benjamin68@example.com;8031,17;example.com
8226;Srta. Luana Borges;mmacedo@example.com;4866,98;example.com
8227;Mariah Novais;pedro-miguel49@example.net;6687,41;example.net
8228;Theo Sousa;alvesana-livia@example.org;3943,62;example.org
8229;Dra. Aurora Machado;anthony-gabriel35@example.org;2328,97;example.org
8230;Yuri Azevedo;valentina42@example.net;2134,57;example.net
8231;Sra. Maitê Freitas;teixeiraalexia@example.net;9257,41;example.net
8232;Davi Miguel Aparecida;novaesmaria-julia@example.com;9865,4;example.com
8233;Felipe Duarte;wcorreia@example.com;3312,52;example.com
8234;Noah Fogaça;psales@example.net;8813,64;example.net
8235;Agatha Albuquerque;pastorsara@example.org;7719,51;example.org
8236;Luiz Miguel Mendes;vargasmelina@example.org;1244,79;example.org
8237;Alexandre Gonçalves;luanacunha@example.net;2573,21;example.net
8238;Srta. Catarina Carvalho;abreudavi@example.org;3026,1;example.org
8239;Milena Costa;ana-julia76@example.org;2097,0;example.org
8240;Aurora Sampaio;bcavalcante@example.net;3639,93;example.net
8241;Dra. Ana Beatriz Gomes;carlos-eduardo42@example.net;7038,02;example.net
8242;Sra. Maria Clara Moura;gpeixoto@example.com;3445,96;example.com
8243;Esther Pereira;mpacheco@example.com;4597,65;example.com
8244;Noah Martins;galbuquerque@example.org;2616,35;example.org
8245;José Miguel Fogaça;rpeixoto@example.org;9195,93;example.org
8246;Ayla Garcia;jose29@example.com;4193,93;example.com
8247;João Miguel Rios;kpastor@example.com;6382,83;example.com
8248;João Miguel Vargas;rabreu@example.net;9234,85;example.net
8249;Gabrielly Cardoso;joao-felipe93@example.net;7016,15;example.net
8250;Heitor Gonçalves;ferreiraagatha@example.com;8520,17;example.com
8251;Catarina Lima;valentimsales@example.com;9864,8;example.com
8252;Vitor Gabriel Monteiro;juliana50@example.org;2273,56;example.org
8253;Maria Isis Peixoto;henriquemoreira@example.com;3445,74;example.com
8254;Sra. Luara Cavalcanti;benicio12@example.org;8888,52;example.org
8255;Théo Alves;ccavalcanti@example.net;9959,7;example.net
8256;Noah Alves;maria-luisamoreira@example.org;4822,96;example.org
8257;Sra. Hadassa Martins;henry34@example.com;2720,56;example.com
8258;Eloah Lima;leviporto@example.net;5401,6;example.net
8259;Sra. Beatriz Dias;igarcia@example.net;1918,8;example.net
8260;Sra. Maria Laura Costa;brenda16@example.net;4308,48;example.net
8261;Alexia Aragão;martinsenrico@example.org;6337,42;example.org
8262;Maria Liz Campos;eloahfonseca@example.net;3027,89;example.net
8263;Luara Pires;pintomariane@example.net;9160,77;example.net
8264;Sra. Stella Pereira;lribeiro@example.com;3178,5;example.com
8265;Calebe da Rocha;costaenzo@example.net;6004,97;example.net
8266;Ana Laura Caldeira;manuella49@example.org;3765,11;example.org
8267;Léo da Costa;tda-mota@example.org;1021,37;example.org
8268;Srta. Elisa Fonseca;goncalveseduarda@example.org;7559,8;example.org
8269;Breno Cavalcanti;leandro76@example.net;7056,98;example.net
8270;Cecilia Pastor;luiz-otavio57@example.org;8201,71;example.org
8271;Laura da Conceição;ribeiromaria-alice@example.com;8520,02;example.com
8272;Dr. Noah Gomes;fernandonovaes@example.net;1868,75;example.net
8273;Ana Nunes;thomas06@example.net;6222,54;example.net
8274;Srta. Bella Silveira;ofarias@example.net;3097,14;example.net
8275;Léo Vasconcelos;vcassiano@example.com;3481,99;example.com
8276;Sophie Cassiano;aaparecida@example.net;9968,21;example.net
8277;Otto Câmara;pereiradavi-miguel@example.org;8673,86;example.org
8278;Melina Ramos;ppimenta@example.org;5189,73;example.org
8279;Brenda Abreu;eteixeira@example.com;6044,97;example.com
8280;Enzo Gabriel Brito;ecavalcante@example.org;2184,29;example.org
8281;Dra. Maria Luiza da Paz;zcirino@example.net;3657,28;example.net
8282;Camila Vargas;rochatheo@example.com;9465,08;example.com
8283;Aylla Monteiro;castrobenicio@example.org;5921,98;example.org
8284;Clara da Conceição;hcassiano@example.org;1963,06;example.org
8285;Davi Lucas Almeida;igor07@example.com;8208,86;example.com
8286;Yago Costa;joao-miguelpereira@example.com;7806,32;example.com
8287;Maria Clara Pastor;da-conceicaobella@example.com;3570,16;example.com
8288;Luiz Henrique Nascimento;oliviamelo@example.net;9726,23;example.net
8289;Dra. Cecilia Teixeira;qda-conceicao@example.com;1248,12;example.com
8290;Luiz Fernando Sá;ymendonca@example.com;4566,08;example.com
8291;Benjamin Casa Grande;tsouza@example.com;5518,06;example.com
8292;Ana Clara Gonçalves;rdias@example.org;8893,96;example.org
8293;Erick Andrade;hmendonca@example.com;5334,25;example.com
8294;Gustavo Martins;gaelmoreira@example.org;1169,14;example.org
8295;Maria Luiza Abreu;josueda-luz@example.org;3101,68;example.org
8296;Eduardo Alves;borgesryan@example.net;4959,84;example.net
8297;Beatriz da Rocha;bentopimenta@example.net;9849,76;example.net
8298;Clara Alves;qalves@example.org;6038,85;example.org
8299;Maria Clara Marques;correialuigi@example.net;4929,34;example.net
8300;Sra. Antonella Cunha;theodas-neves@example.net;4716,52;example.net
8301;Luigi Casa Grande;antonellasampaio@example.org;6015,76;example.org
8302;Ana Beatriz Macedo;cirinovicente@example.net;7927,74;example.net
8303;Sra. Aurora da Costa;apinto@example.com;5489,64;example.com
8304;Gael Henrique Correia;brunogarcia@example.net;3631,64;example.net
8305;João Lucas Costa;ana-vitoria12@example.com;2180,52;example.com
8306;Yuri da Luz;rhavinogueira@example.org;1919,63;example.org
8307;Lara Nunes;marcelo31@example.com;2221,63;example.com
8308;Otto Cavalcanti;vitor-gabriel36@example.com;2670,9;example.com
8309;Bianca Teixeira;joaquimbarbosa@example.com;3461,39;example.com
8310;Diego Freitas;asilveira@example.net;7837,77;example.net
8311;Nicole Mendonça;zcavalcante@example.net;2684,62;example.net
8312;Isabelly Casa Grande;moreirasarah@example.com;1626,03;example.com
8313;Isabella Almeida;joao-lucascarvalho@example.org;9860,64;example.org
8314;Bernardo Martins;davi-luizfreitas@example.org;9942,96;example.org
8315;Sra. Mariah Dias;agoncalves@example.com;8641,02;example.com
8316;Isis Macedo;cirinoaylla@example.net;2636,31;example.net
8317;Mariana Campos;freitasisabela@example.com;7741,94;example.com
8318;Anthony Silva;murilocastro@example.net;8906,96;example.net
8319;Evelyn Freitas;maite30@example.net;2941,89;example.net
8320;Fernanda Souza;laracirino@example.net;6389,06;example.net
8321;Ana Lima;otaviopastor@example.com;1154,14;example.com
8322;Benjamin Dias;ecaldeira@example.org;1095,98;example.org
8323;Pietro Montenegro;viniciusnascimento@example.net;9537,32;example.net
8324;Valentim Santos;obrito@example.com;5811,35;example.com
8325;Lorena Casa Grande;znovais@example.net;3378,35;example.net
8326;Eloah Castro;yda-rosa@example.com;3400,9;example.com
8327;Júlia Souza;luana90@example.com;6895,14;example.com
8328;Ryan Silva;gdas-neves@example.net;8559,96;example.net
8329;Emanuella Cassiano;nunesclara@example.net;4455,18;example.net
8330;Sr. Yuri Pimenta;procha@example.net;4579,72;example.net
8331;Mateus da Paz;nogueiraaurora@example.com;7144,08;example.com
8332;Sarah Guerra;livia22@example.net;9012,82;example.net
8333;Esther Freitas;alana73@example.com;5374,99;example.com
8334;Julia Cardoso;da-rochacatarina@example.net;6263,16;example.net
8335;Maria Vitória Rocha;msilva@example.org;9136,34;example.org
8336;Alícia Jesus;joao-felipemarques@example.org;7302,21;example.org
8337;Thales Gonçalves;joao-lucas84@example.com;5545,99;example.com
8338;Kamilly Duarte;teixeiralunna@example.net;2191,04;example.net
8339;Olivia Barros;marquesjosue@example.org;4728,22;example.org
8340;Asafe Fonseca;ceciliaoliveira@example.com;5458,21;example.com
8341;Henrique Freitas;ana-sophia59@example.org;9897,62;example.org
8342;Theodoro da Cruz;kleao@example.com;4176,05;example.com
8343;Maria Flor Nascimento;camposdavi@example.org;8695,36;example.org
8344;Marina Pastor;da-mataluiz-fernando@example.org;8642,24;example.org
8345;Olivia Cirino;liamnunes@example.com;7452,34;example.com
8346;Mathias Cardoso;maria-clara93@example.org;4909,03;example.org
8347;Luiz Otávio Pastor;oliviavieira@example.com;8583,38;example.com
8348;Dra. Maria Isis Nunes;efogaca@example.com;7867,95;example.com
8349;Sarah Porto;nina88@example.com;9084,25;example.com
8350;Vitor Gabriel Rezende;bcunha@example.com;4817,59;example.com
8351;Stephany Marques;diascaua@example.org;7910,75;example.org
8352;Isadora Ribeiro;freitasnina@example.net;6829,87;example.net
8353;Amanda Sá;gda-mota@example.net;8309,78;example.net
8354;Sr. João Felipe Fogaça;maria-juliacardoso@example.net;8360,02;example.net
8355;Sarah Cavalcante;rdias@example.net;4286,4;example.net
8356;Mariane Jesus;danielmelo@example.net;3736,09;example.net
8357;Isabella Barros;uda-luz@example.com;9444,74;example.com
8358;Luana da Mata;vieirajoaquim@example.org;5643,38;example.org
8359;Rodrigo Duarte;sampaiolivia@example.net;2349,18;example.net
8360;Aurora Pimenta;laisrezende@example.com;6133,17;example.com
8361;Dom Macedo;rafaelcavalcanti@example.org;9107,67;example.org
8362;Sra. Eloah Cunha;dcarvalho@example.org;8237,79;example.org
8363;Mariana Montenegro;wteixeira@example.com;3755,16;example.com
8364;Ana Luiza Fernandes;fpeixoto@example.net;9761,6;example.net
8365;Daniela Farias;daniel80@example.com;4694,88;example.com
8366;Lívia da Costa;cvargas@example.com;1632,78;example.com
8367;José Miguel Sousa;fda-rosa@example.org;2754,79;example.org
8368;Yuri Lopes;freitasemanuelly@example.net;2024,08;example.net
8369;Davi Melo;cardosothiago@example.org;2457,15;example.org
8370;Olívia da Conceição;joao-miguel09@example.com;1616,37;example.com
8371;Samuel Machado;novaescecilia@example.org;1045,52;example.org
8372;Maria Julia Nascimento;luiz-henriquealves@example.net;1282,95;example.net
8373;Dra. Sofia Barbosa;samuel91@example.net;7636,92;example.net
8374;Vinícius Siqueira;cunhamaria-laura@example.org;4068,61;example.org
8375;Ana Lívia Ferreira;stellacampos@example.org;7368,58;example.org
8376;Ana Silva;isales@example.org;7940,07;example.org
8377;Apollo Sales;mda-paz@example.org;1876,35;example.org
8378;Anna Liz Correia;garciadavi-miguel@example.net;5940,94;example.net
8379;Lívia Freitas;juansilva@example.com;1889,39;example.com
8380;Isabella Castro;otto87@example.org;9694,65;example.org
8381;Mathias da Rosa;claricefernandes@example.com;4949,48;example.com
8382;Gustavo Nogueira;gnunes@example.net;9697,06;example.net
8383;Anna Liz Souza;joao-vitorrocha@example.org;4979,51;example.org
8384;Rodrigo Rocha;duartehenry@example.net;7785,6;example.net
8385;Luara Monteiro;andre79@example.net;7390,24;example.net
8386;Maria Mendonça;luiz-fernandosousa@example.com;9517,72;example.com
8387;Arthur Camargo;teixeiracecilia@example.com;9308,62;example.com
8388;Mariana Garcia;mendesgabriel@example.org;9514,77;example.org
8389;Beatriz Leão;grodrigues@example.org;2666,11;example.org
8390;José Pedro Fogaça;andradejulia@example.com;6253,11;example.com
8391;Ana Laura Rodrigues;carlos-eduardonovais@example.com;8725,6;example.com
8392;Aylla Porto;lorena14@example.org;5892,99;example.org
8393;Ágatha Jesus;tsousa@example.org;9665,56;example.org
8394;Davi Luiz Azevedo;esales@example.com;2453,53;example.com
8395;Sr. Yago da Conceição;noahda-mota@example.net;2960,31;example.net
8396;Heloisa Costa;da-cruzluna@example.org;7861,74;example.org
8397;Asafe Carvalho;vargasnathan@example.net;8740,77;example.net
8398;Luiz Otávio Andrade;vitor-hugoviana@example.org;5024,35;example.org
8399;Srta. Camila Rodrigues;mribeiro@example.com;7800,75;example.com
8400;Srta. Clara da Paz;dcastro@example.com;7082,35;example.com
8401;Ana Clara Ferreira;jesushelena@example.org;2034,23;example.org
8402;Benjamim Santos;siqueiraotavio@example.org;9998,88;example.org
8403;Nina Moura;pietro65@example.org;9232,33;example.org
8404;Pietra Campos;pmoura@example.org;2382,13;example.org
8405;Julia Casa Grande;luigigarcia@example.org;3493,1;example.org
8406;Anna Liz Gonçalves;alicia33@example.com;3058,93;example.com
8407;João da Rocha;daniela04@example.com;6510,8;example.com
8408;Maitê Novais;sousaana@example.org;8586,8;example.org
8409;Ryan Castro;silvaana@example.com;2731,89;example.com
8410;Dra. Heloísa da Luz;rodrigo02@example.com;9462,97;example.com
8411;João Miguel Novais;cassianomaria-flor@example.net;8753,45;example.net
8412;Otávio das Neves;ana-carolinamartins@example.org;9672,36;example.org
8413;Calebe Siqueira;jda-rocha@example.org;9221,84;example.org
8414;Rafaela Ramos;silveiraotavio@example.com;9486,42;example.com
8415;Noah Novais;ecunha@example.net;9626,49;example.net
8416;Maria Vitória Macedo;antonellaalves@example.org;3595,67;example.org
8417;Lara Correia;juliana55@example.net;6358,78;example.net
8418;Sofia Moura;rocharafaela@example.org;7496,08;example.org
8419;Ryan Mendes;pedro-lucas88@example.org;2917,86;example.org
8420;Alana Cavalcanti;kcavalcante@example.com;1931,07;example.com
8421;Dr. Renan Barbosa;pastoralexia@example.com;3836,32;example.com
8422;Dr. Alexandre Guerra;srezende@example.net;2570,84;example.net
8423;Dra. Emanuella da Conceição;carvalhorael@example.com;4560,38;example.com
8424;Marcelo Farias;ana-lauracosta@example.net;6454,15;example.net
8425;Benício Novaes;ateixeira@example.org;9243,42;example.org
8426;Levi Siqueira;liz80@example.com;1625,57;example.com
8427;Theo Pires;aylla23@example.org;2173,39;example.org
8428;Luísa Cardoso;aparecidapaulo@example.com;7259,23;example.com
8429;Yasmin Teixeira;kevinlopes@example.net;1808,91;example.net
8430;Sara Casa Grande;maria-luizanascimento@example.org;3007,5;example.org
8431;Ravy Duarte;fogacacarolina@example.com;9387,89;example.com
8432;Stephany Rios;joao-miguelmonteiro@example.org;7403,64;example.org
8433;Vitor Hugo Castro;borgeshenrique@example.net;3329,58;example.net
8434;José Miguel Viana;vitor-gabriel64@example.com;6822,62;example.com
8435;Dra. Lara Barros;allana58@example.org;9728,26;example.org
8436;João Miguel Dias;gdias@example.net;3809,04;example.net
8437;Cauã Rocha;asilva@example.org;5212,66;example.org
8438;Yan Fernandes;maria-clara54@example.net;4187,69;example.net
8439;Bento Vargas;zcosta@example.org;3070,62;example.org
8440;Maria Laura Viana;moreirapaulo@example.org;5798,72;example.org
8441;Sabrina Garcia;ayla69@example.org;9636,42;example.org
8442;Luan Cirino;maite87@example.net;3615,04;example.net
8443;Maria Sá;maria-sophia28@example.net;3654,03;example.net
8444;Mathias Barros;juliana47@example.net;3796,52;example.net
8445;Isabela Pires;thomassiqueira@example.com;3539,02;example.com
8446;Evelyn Câmara;camposbruno@example.net;7713,57;example.net
8447;Sr. Kaique Nascimento;caldeirapietro@example.com;1061,29;example.com
8448;Rebeca Sampaio;juliaporto@example.com;9467,21;example.com
8449;Eduardo Azevedo;maria-florda-luz@example.net;1605,14;example.net
8450;Ana Julia Lima;joaquimnascimento@example.org;6178,67;example.org
8451;Maria Clara Novaes;montenegroana-beatriz@example.com;1506,87;example.com
8452;Isis Leão;rodriguesvalentim@example.net;7754,08;example.net
8453;Sr. Theodoro Rezende;rebecarodrigues@example.com;8348,92;example.com
8454;Maria Julia Sousa;opires@example.net;2847,02;example.net
8455;Ana Carolina Cardoso;isaquecavalcante@example.net;8665,74;example.net
8456;Gustavo Henrique Albuquerque;heloisa90@example.net;3525,65;example.net
8457;Milena da Mata;julia69@example.org;6398,38;example.org
8458;Kevin Moura;fernandacassiano@example.com;8805,52;example.com
8459;Srta. Catarina Sales;joao-pedropires@example.net;3484,58;example.net
8460;Augusto Dias;jnogueira@example.net;9753,68;example.net
