id;nome;email;valor_compra
9471;Dr. Pedro da Conceição;ferreiramariah@example.net;1313.57
9472;Benjamin Machado;borgestheodoro@example.net;2406.21
9473;Luiz Otávio Monteiro;maria-clara77@example.com;9759.46
9474;Sr. Luiz Henrique Cavalcanti;emilly08@example.org;3782.54
9475;Sra. Anna Liz da Cruz;gabrielly12@example.net;4550.35
9476;Sr. Thales Cavalcanti;riosliz@example.org;8140.21
9477;Raul Brito;joanapimenta@example.org;3672.22
9478;José Pedro Correia;machadobento@example.net;5696.93
9479;Liz da Rocha;barroslunna@example.net;6052.35
9480;Dom Porto;viniciuscosta@example.net;6365.80
9481;Rodrigo Andrade;vcardoso@example.com;4677.52
9482;Evelyn Cassiano;mvargas@example.org;3996.80
9483;Lucas Gabriel Pacheco;fariasmirella@example.org;7340.88
9484;Ravi Correia;borgesrafaela@example.org;1501.90
9485;Sofia Câmara;smoraes@example.com;8749.96
9486;Ana Sophia Caldeira;ramoslara@example.org;1455.87
9487;Bárbara da Cunha;castroana-julia@example.org;2821.55
9488;Clarice Azevedo;vasconcelosisaac@example.com;1217.51
9489;Dra. Hadassa Vargas;olivia73@example.net;9596.37
9490;Luana Porto;correiajulia@example.net;2019.50
9491;Breno Melo;qpastor@example.org;1733.47
9492;Srta. Allana Sampaio;ksa@example.com;9086.51
9493;Júlia Martins;zda-mota@example.com;9720.17
9494;Stephany Nogueira;lucas-gabriel28@example.com;7588.50
9495;Laura Cardoso;rafaela88@example.com;9133.22
9496;Alícia Aragão;rodrigo29@example.net;8594.92
9497;Srta. Manuella Souza;anna-lizvasconcelos@example.org;4752.43
9498;Ana Carolina Albuquerque;albuquerquemaria-luiza@example.com;9212.99
9499;Brenda Silva;santosrafael@example.org;7296.85
9500;Evelyn Almeida;juan62@example.net;6547.68
9501;Dra. Sofia Duarte;isadorasilva@example.net;9127.91
9502;Ana Carolina Casa Grande;kalves@example.org;4066.92
9503;Fernando Oliveira;nathan79@example.com;3175.71
9504;Alice Araújo;rezendeoliver@example.org;2437.72
9505;Pedro Dias;benicio42@example.com;9191.36
9506;Sra. Maria Luísa Albuquerque;gaelcosta@example.com;6329.04
9507;Maria Sophia Albuquerque;erickcunha@example.com;7091.93
9508;Erick Brito;diogo66@example.com;9802.23
9509;Luana Moreira;camposluiz-felipe@example.net;1115.06
9510;Sophie Castro;bruna16@example.net;9520.10
9511;Maria Garcia;zporto@example.org;7476.78
9512;Liz Dias;ppacheco@example.com;3520.88
9513;Vitor Hugo Alves;carlos-eduardobarbosa@example.com;2016.53
9514;Rafaela Monteiro;mirella75@example.com;4072.00
9515;Sra. Luísa Vieira;caldeirajuliana@example.org;4090.27
9516;Ana Liz Peixoto;uduarte@example.org;9775.46
9517;Olívia da Rocha;pastornoah@example.net;5711.00
9518;Caroline Lopes;moreiradante@example.net;1339.17
9519;Ana Laura da Mota;ferreiramariana@example.com;7472.95
9520;Benjamin Santos;gaelda-rocha@example.net;6553.30
9521;Daniel Mendonça;freitaspietro@example.com;7825.42
9522;Srta. Lorena Carvalho;vicente31@example.org;9705.56
9523;Gabriela Freitas;natalianovaes@example.org;9846.73
9524;Sr. Vitor Hugo da Mota;freitasaugusto@example.org;7296.65
9525;Isaac Pimenta;nascimentomanuella@example.com;4855.99
9526;Yago da Luz;isis88@example.net;2733.86
9527;Erick Novaes;albuquerquebella@example.net;3560.90
9528;Diego Cavalcante;castrodavi-lucas@example.org;4003.22
9529;Arthur Miguel Cunha;heloisasilveira@example.org;2422.80
9530;Davi Lucca Araújo;hfernandes@example.net;3968.40
9531;Ana Mendonça;manuella19@example.com;6520.53
9532;Sr. Vitor Gabriel Barros;pastormaya@example.com;5871.92
9533;Ayla da Mata;rvieira@example.com;4004.19
9534;Nicole Albuquerque;leandropeixoto@example.net;3608.48
9535;Yuri Sampaio;bmoura@example.org;6880.70
9536;Mariane da Rosa;joao96@example.com;4862.85
9537;Sra. Luna Ferreira;gabrielcorreia@example.org;7619.20
9538;Sr. Calebe Garcia;da-conceicaoluisa@example.com;8338.64
9539;Erick Fernandes;arezende@example.com;2863.23
9540;Matheus Duarte;aylacavalcanti@example.net;6973.20
9541;Pietro Peixoto;antonelladas-neves@example.org;8402.14
9542;Stella da Luz;brunosa@example.com;5457.93
9543;Luiz Otávio da Luz;rochalivia@example.org;9177.30
9544;Arthur Miguel Martins;ana-carolinasiqueira@example.org;4929.57
9545;Juliana Aparecida;liam55@example.net;9102.37
9546;Kevin Moura;noahfernandes@example.org;9356.75
9547;Rodrigo Almeida;daparecida@example.net;8684.01
9548;Enzo Costela;otto78@example.org;8861.63
9549;Yasmin Santos;umonteiro@example.com;6309.30
9550;Josué Cavalcante;carvalholuana@example.com;6965.89
9551;Bruno Vieira;araujoluiz-miguel@example.org;3572.67
9552;Dom Albuquerque;da-luzemanuella@example.com;1309.58
9553;Fernanda Campos;almeidagiovanna@example.org;4818.26
9554;Dra. Maria Melo;da-motarhavi@example.com;2461.31
9555;Nicole Cavalcanti;santoseduarda@example.net;8013.95
9556;Sr. Luiz Miguel Rios;felipemelo@example.org;1823.40
9557;Davi Lucas Silva;beniciosampaio@example.org;1808.90
9558;Ravy Nunes;maria-clara44@example.org;8255.35
9559;Davi Lucca Lopes;barbaragoncalves@example.com;6711.79
9560;Mateus Moreira;antonellarocha@example.com;7571.61
9561;Mariah Silva;hadassaazevedo@example.com;7050.25
9562;Nina da Costa;benicio60@example.net;6088.62
9563;Maria Vitória Costa;lucasporto@example.net;3411.74
9564;Dra. Melissa Dias;rhavidias@example.org;3749.50
9565;Juan Caldeira;ana90@example.com;7837.60
9566;Augusto Correia;eda-paz@example.com;6335.25
9567;Milena Sales;esthernunes@example.net;2005.10
9568;Yago Fonseca;cda-luz@example.com;4390.63
9569;Benicio Caldeira;agatha70@example.org;7279.07
9570;Jade Andrade;gael-henrique18@example.org;5135.98
9571;Julia Rocha;brendamacedo@example.net;6758.27
9572;Igor Freitas;da-conceicaoravi-lucca@example.net;3858.38
9573;Lavínia Nogueira;carolinemoreira@example.net;9964.28
9574;Natália Melo;duarteayla@example.net;9164.41
9575;Lavínia Camargo;zoenovais@example.net;5750.90
9576;Rafaela Macedo;sophiacosta@example.net;7762.47
9577;Isabelly Leão;vieiraemanuelly@example.com;9424.86
9578;Srta. Bianca Fernandes;guerramaria-julia@example.net;1169.16
9579;Diogo Fonseca;brunocostela@example.net;9963.31
9580;Sophie da Rocha;piresana-julia@example.net;4965.35
9581;Thiago Pires;aliceda-conceicao@example.net;3741.02
9582;Sra. Sophia Mendes;camposbenjamim@example.org;9734.61
9583;Rafaela Sampaio;da-matajoao-gabriel@example.org;5175.22
9584;Sr. Yan Monteiro;ana-juliada-mota@example.org;4798.61
9585;Amanda Souza;marquesvitor-hugo@example.net;2639.50
9586;Vitor Ferreira;ugarcia@example.com;6576.97
9587;Yuri Vargas;kborges@example.org;5415.99
9588;Natália Novais;sousapedro-henrique@example.com;7097.38
9589;Lorena da Paz;bruna66@example.org;7551.91
9590;Heloisa Brito;lnascimento@example.com;8406.27
9591;Yago Nogueira;costelaraul@example.com;6122.64
9592;Gael Cavalcante;borgesalexandre@example.com;5500.17
9593;Pedro Miguel Nascimento;vargasmatteo@example.com;7184.36
9594;Luísa Costa;maria-eduarda93@example.org;5918.34
9595;Maysa Cirino;theodoroda-rosa@example.org;6889.04
9596;Oliver Silva;lgarcia@example.net;5786.85
9597;Lorena Vasconcelos;pedro-lucasmacedo@example.com;6819.33
9598;Ana Luiza Rodrigues;ssilveira@example.org;1626.18
9599;Brenda Pereira;mariahcavalcante@example.com;1218.44
9600;Marina da Luz;ada-luz@example.com;7727.35
9601;Sr. Luiz Felipe Cardoso;albuquerqueana-liz@example.net;1888.08
9602;Luna Viana;portodavi-miguel@example.net;4479.47
9603;Dra. Maria Luiza Silva;joao-felipepinto@example.net;7718.92
9604;Cecília Camargo;novaissarah@example.org;7645.24
9605;Letícia Vieira;maria-fernanda61@example.net;6388.78
9606;Bárbara Casa Grande;sampaiotheo@example.net;3197.41
9607;Maria Flor Duarte;abreubento@example.com;4773.23
9608;Dra. Luiza Dias;garcialuara@example.com;5959.29
9609;João Vitor Farias;nunesolivia@example.com;9604.56
9610;Isabel Casa Grande;macedoantonio@example.org;7746.75
9611;Sr. Antony Ribeiro;maria-sophia29@example.net;5518.81
9612;Maria Eduarda Araújo;juliaribeiro@example.org;3404.84
9613;Maria Cecília Pires;macedoemanuella@example.org;5014.80
9614;Alexandre Teixeira;vsales@example.com;5417.95
9615;Ana Júlia Macedo;pastormariane@example.net;2425.30
9616;Maria Liz Azevedo;camposguilherme@example.org;8201.40
9617;Alícia Farias;pereiraluara@example.net;3013.50
9618;Maitê Moreira;olivia13@example.net;2762.26
9619;Aurora Cavalcante;cauepires@example.net;1036.58
9620;Felipe Borges;maria-luiza82@example.net;1363.77
9621;Sabrina Sá;da-rosavinicius@example.com;3247.58
9622;Dante Freitas;marqueslucca@example.net;1210.27
9623;Ravi Casa Grande;bda-cunha@example.com;2981.61
9624;Srta. Liz Carvalho;duartearthur-gabriel@example.com;4285.99
9625;Dra. Anna Liz Garcia;luiz-gustavo15@example.org;6331.01
9626;Bernardo Rocha;miguel40@example.com;6488.33
9627;Maria Vitória Oliveira;vda-cruz@example.net;4102.75
9628;Leonardo Aparecida;joana44@example.net;2640.81
9629;Alexia Pires;melissa17@example.com;7840.97
9630;Vitor Hugo Santos;vasconcelosnoah@example.com;2704.84
9631;Evelyn Pereira;luizajesus@example.com;4571.29
9632;Maria Eduarda Campos;claraalbuquerque@example.org;9179.78
9633;Olivia Rios;machadothales@example.net;6602.83
9634;Helena Lopes;cdias@example.com;4309.91
9635;Maria Cecília Ramos;fariaslivia@example.com;3589.56
9636;Isabela Brito;maria-julia09@example.net;7500.55
9637;Emanuella Nunes;xcarvalho@example.org;6415.15
9638;Léo Lopes;fonsecaleticia@example.net;5024.93
9639;Sra. Ana Júlia Costela;kda-rocha@example.org;5354.18
9640;Letícia Camargo;guilhermecirino@example.com;4653.57
9641;Bianca Campos;cavalcantibruna@example.net;2959.45
9642;Dr. Ravi Nascimento;joao-vitorrezende@example.org;1950.64
9643;Luiz Fernando da Paz;vpires@example.org;7441.15
9644;Emanuel Teixeira;sdias@example.net;2654.15
9645;Maria Flor Caldeira;ravy80@example.org;1787.17
9646;Yuri Nunes;fogacaolivia@example.com;3721.95
9647;Brenda Almeida;ianlopes@example.org;4928.72
9648;Calebe Teixeira;das-neveshadassa@example.net;8587.34
9649;Davi Jesus;hadassafreitas@example.net;3069.32
9650;Luiza Brito;fernandodas-neves@example.com;3063.45
9651;Enzo Freitas;dnunes@example.org;5121.29
9652;Dr. Lucas Gabriel Campos;anna-lizpacheco@example.com;4184.98
9653;Vitor Teixeira;azevedobenicio@example.org;1613.79
9654;Maya Mendes;ypimenta@example.net;4810.29
9655;Dom Câmara;pachecodiego@example.net;6186.70
9656;Heitor Caldeira;umendonca@example.org;5401.49
9657;Luísa Jesus;emilly56@example.com;1797.89
9658;Francisco Aragão;brenocamargo@example.org;2369.02
9659;Mateus da Rocha;irodrigues@example.org;5674.60
9660;Valentina Duarte;bda-rosa@example.com;9540.22
9661;Melissa Lopes;vianapedro@example.org;3617.14
9662;Letícia Sales;vitorviana@example.com;3164.61
9663;Ravy Pires;caldeiradavi-lucca@example.net;3492.12
9664;Ravi Lucca da Cruz;heitormoraes@example.net;5211.76
9665;Emanuel Marques;kpastor@example.net;9478.18
9666;Agatha Pinto;rcarvalho@example.com;2084.96
9667;Srta. Maria Luísa Gomes;daniela51@example.org;7452.58
9668;Vitor Gabriel Carvalho;bianca15@example.org;5783.22
9669;Fernanda Jesus;miguelfreitas@example.com;4637.21
9670;Maria Sales;isabellapereira@example.net;7494.05
9671;Yago Machado;enzo-gabriel79@example.org;5998.53
9672;Srta. Maria Sophia Araújo;arthur-gabriel11@example.com;9087.69
9673;Henry Cunha;fogacaanthony@example.org;6748.40
9674;João Pedro Garcia;liviasousa@example.org;4408.43
9675;Matteo Lima;yago56@example.com;7933.61
9676;Pedro Miguel Câmara;hadassagoncalves@example.net;9616.12
9677;Samuel Ribeiro;garciaolivia@example.com;7675.57
9678;Benjamin Machado;caparecida@example.org;8260.07
9679;Srta. Lara Mendonça;luiz-felipesouza@example.org;6602.29
9680;Ágatha Teixeira;qpeixoto@example.net;7176.20
9681;Breno Azevedo;lucas-gabriel95@example.org;2010.34
9682;Dr. Otávio Mendonça;rcunha@example.com;9371.64
9683;Levi Peixoto;cirinomariah@example.net;6672.40
9684;Maria Cecília Andrade;mgomes@example.net;8732.41
9685;Antony Brito;ana-beatriz77@example.com;5757.59
9686;Miguel Melo;luccarocha@example.com;2943.30
9687;Sra. Bárbara Pires;icamara@example.com;1864.23
9688;Evelyn Rocha;joao-miguel15@example.com;1814.82
9689;Emanuella Câmara;caldeiraaylla@example.com;7786.38
9690;Liam Souza;isabelcirino@example.net;1692.12
9691;Benjamin da Costa;hvasconcelos@example.com;3052.71
9692;Vinicius Sá;juan32@example.org;6363.65
9693;Pedro Caldeira;cecilia87@example.com;6511.41
9694;Rafaela Borges;aparecidaantony@example.net;8912.07
9695;Sra. Elisa Rios;noahborges@example.org;3845.70
9696;Rafael Casa Grande;diasandre@example.org;5162.16
9697;Antônio Nogueira;ravypinto@example.net;2265.04
9698;João Felipe Carvalho;mendeseduardo@example.net;6659.61
9699;Srta. Letícia Carvalho;ramosmaria-isis@example.net;7638.55
9700;Laura Pereira;aragaoagatha@example.com;6196.14
9701;Anthony Borges;stephanygomes@example.net;9356.03
9702;Davi Lucca Vasconcelos;almeidajose-pedro@example.com;2148.14
9703;Ryan Freitas;speixoto@example.org;5915.79
9704;Aylla Martins;freitasgiovanna@example.org;9066.54
9705;Gael Henrique Costela;epacheco@example.com;1776.76
9706;Dr. Luiz Henrique Caldeira;fpereira@example.org;2621.24
9707;Apollo Barros;asiqueira@example.net;4000.55
9708;Ana Vitória Viana;cda-mota@example.net;5595.46
9709;Kamilly da Cunha;rsilveira@example.com;2980.03
9710;Dra. Fernanda da Cunha;da-rosakaique@example.com;9136.59
9711;Yasmin Machado;rabreu@example.org;5960.77
9712;Samuel Sales;jsantos@example.net;5670.90
9713;Rafael Teixeira;igorda-costa@example.net;5379.83
9714;João Vitor Monteiro;isabel56@example.com;8092.42
9715;Allana Peixoto;ana-juliafarias@example.org;6077.07
9716;Srta. Emanuelly Vieira;zfonseca@example.net;3616.67
9717;Alana Barbosa;pimentabrayan@example.net;6518.87
9718;Gabriela Gomes;pcosta@example.org;2603.73
9719;Lunna Viana;mcamargo@example.net;5104.53
9720;Ana Vitória da Cunha;livia41@example.com;5888.61
9721;Srta. Bruna Novaes;onovaes@example.net;1397.46
9722;Davi Lucca da Paz;pcardoso@example.org;9372.21
9723;Pedro Caldeira;vieiraesther@example.com;2374.60
9724;Heloisa da Rocha;vda-rocha@example.net;7286.83
9725;Rhavi Ferreira;jmelo@example.org;1091.00
9726;Sra. Luna Lima;rteixeira@example.com;6009.11
9727;Davi Fonseca;das-nevesmaria-clara@example.org;1095.77
9728;Maria Eduarda da Rocha;maria-juliamartins@example.com;4246.50
9729;Dra. Jade Souza;pleao@example.org;7957.78
9730;Dr. Pedro Miguel Carvalho;davi-lucca97@example.net;7093.77
9731;Pedro Henrique Cardoso;joana61@example.com;5106.60
9732;Henry da Mota;murilopereira@example.org;3211.34
9733;André Cavalcanti;maria-isismachado@example.org;4741.93
9734;Maria Laura Caldeira;carvalholorena@example.com;8509.07
9735;Isabella Marques;hnunes@example.com;4264.76
9736;Dr. Henry Porto;maria-fernanda29@example.com;8832.88
9737;Manuela Melo;azevedopaulo@example.org;8499.27
9738;Elisa Vasconcelos;wsiqueira@example.net;2716.75
9739;Vitor Albuquerque;felipenascimento@example.net;9532.36
9740;Paulo Lopes;maysacavalcante@example.org;2265.09
9741;Esther Rios;isabelabarbosa@example.com;9809.27
9742;Dr. Arthur Aragão;zmontenegro@example.org;7633.26
9743;Lívia Aparecida;csales@example.com;8507.46
9744;Sra. Eduarda Fernandes;tnovaes@example.net;9035.93
9745;Ravi Lucca Rezende;fernandesclarice@example.org;9411.84
9746;Yan Garcia;liamcampos@example.org;1137.05
9747;Leandro Albuquerque;cnovais@example.org;9431.70
9748;André Câmara;moraeslucas-gabriel@example.com;3193.83
9749;Davi Miguel Rodrigues;emilly25@example.org;6850.73
9750;Luigi Guerra;da-matagael-henrique@example.com;5458.11
9751;Dra. Nicole Carvalho;ana-livia33@example.org;2812.13
9752;Maria Liz Silveira;teixeiraluisa@example.org;6454.56
9753;Sr. Guilherme Duarte;omendes@example.org;9974.99
9754;Dra. Jade Moura;marianenovaes@example.org;4804.54
9755;Dra. Esther Fonseca;albuquerqueana-sophia@example.org;2081.49
9756;Theo Fogaça;beatriz38@example.org;6249.70
9757;Nicole da Mata;monteiromurilo@example.net;4432.14
9758;Ana Luiza Melo;oliveiramariane@example.org;6112.36
9759;Stephany Fonseca;sarada-luz@example.net;3548.21
9760;Dra. Bárbara da Conceição;qvieira@example.net;4237.69
9761;Isadora Nunes;hadassacastro@example.com;7155.02
9762;Rafael Farias;montenegroarthur-miguel@example.net;6374.20
9763;Arthur da Rocha;ocostela@example.com;4907.29
9764;Maria Isis Souza;theo88@example.org;9051.16
9765;Joana Gomes;matheusaragao@example.net;8228.15
9766;Sra. Helena Lopes;portoemilly@example.org;7077.96
9767;Arthur Lima;qgomes@example.com;8762.90
9768;Esther Montenegro;naragao@example.org;3418.45
9769;Lorenzo Carvalho;maria-ceciliada-luz@example.org;8136.33
9770;Luiz Fernando Teixeira;levinogueira@example.org;6303.27
9771;Ryan Pires;ana-clarada-rosa@example.org;9774.56
9772;Igor da Rosa;rcavalcante@example.net;6888.54
9773;Henry Gabriel Nogueira;levi56@example.com;4905.72
9774;Stephany Novaes;aabreu@example.com;9864.85
9775;Vitor Gabriel Peixoto;marcelaalbuquerque@example.com;4640.81
9776;Yuri Machado;silveiralucas@example.org;1743.15
9777;Sr. Asafe Lima;icasa-grande@example.com;5350.58
9778;Sra. Julia da Paz;barrosdiogo@example.org;2301.80
9779;Sr. Emanuel Aragão;bernardocastro@example.net;7688.08
9780;Srta. Clara Pereira;maria-luisagarcia@example.com;6630.28
9781;Juliana Rios;ryan99@example.org;3343.04
9782;Luiz Fernando Lima;anna-lizda-paz@example.org;6600.35
9783;Nina Ferreira;ana-cecilia68@example.com;2743.56
9784;Hadassa Moreira;davi-luizporto@example.net;2971.71
9785;Fernanda Melo;fonsecaana-cecilia@example.org;1685.99
9786;Nathan Albuquerque;davi-lucas11@example.net;4143.99
9787;Melina Costa;da-rochajoao-vitor@example.org;8020.72
9788;Oliver Pires;salesleandro@example.com;5983.08
9789;Esther Fernandes;danilo75@example.org;7466.57
9790;Dr. Rhavi Moreira;joao-miguel69@example.net;8626.06
9791;Davi Lucas Brito;joao-pedroalmeida@example.com;9292.52
9792;Clarice da Luz;hbarbosa@example.net;4703.15
9793;Cauã Freitas;wfonseca@example.com;7308.07
9794;Carlos Eduardo Rios;wpereira@example.org;3212.59
9795;Joana da Costa;raelcardoso@example.org;8657.69
9796;Isis Siqueira;ccardoso@example.com;7272.58
9797;Yan Caldeira;hpereira@example.org;7001.30
9798;Sabrina Cardoso;francisco96@example.org;3025.28
9799;Sr. Vinícius Jesus;dalmeida@example.net;5542.34
9800;Dr. Gustavo da Costa;luancassiano@example.net;7213.43
9801;Luan Cavalcanti;guerraagatha@example.org;6283.71
9802;Letícia Lopes;souzaleo@example.com;8377.68
9803;Dra. Emanuella Borges;nathan81@example.net;6028.09
9804;Matteo Azevedo;macedogael-henrique@example.com;2693.85
9805;Vitor Gabriel Dias;esther18@example.com;9236.28
9806;Sra. Gabrielly Rodrigues;paulo75@example.com;1835.72
9807;Heitor Barbosa;tmendonca@example.com;2019.27
9808;Arthur Miguel Melo;teixeiralarissa@example.com;9941.91
9809;João Vitor Rocha;goncalveslaura@example.net;1059.36
9810;Alana Guerra;ealbuquerque@example.org;8819.46
9811;Liam Ramos;beatriz65@example.com;4657.92
9812;Carolina Moreira;mendesasafe@example.org;2601.58
9813;Clarice da Cunha;asafe40@example.org;3129.31
9814;Ian Sales;viniciusmacedo@example.com;6069.60
9815;Sr. Mateus Pastor;ana-sophia94@example.org;4321.68
9816;Dra. Maria Helena Rodrigues;bcamargo@example.org;7751.36
9817;Bernardo Ramos;lorena94@example.com;2202.23
9818;Maria Alice da Mata;cassianojoao-lucas@example.net;6026.51
9819;Emilly Almeida;ribeirogabriel@example.net;6626.98
9820;Amanda Costa;teixeirabreno@example.org;6004.18
9821;Josué Carvalho;marina33@example.net;8913.21
9822;Felipe Brito;ravy85@example.org;8763.63
9823;Srta. Sophia Freitas;melinacunha@example.com;1442.75
9824;Lucca Oliveira;qda-mata@example.com;6172.51
9825;Bento Rodrigues;bruno90@example.net;5905.17
